job_id,seller_id,arrival_time,estimated_runtime,priority,job_type
991,D,65,3,1,thumbnail
992,B,25,16,2,policy_check
993,B,24,5,3,transcode
994,G,16,17,3,resize
995,D,93,24,2,transcode
996,A,71,29,5,crop
997,C,66,12,2,transcode
998,A,66,20,4,resize
999,B,93,27,3,resize
1000,E,68,16,4,transcode
